song_name,genre,popularity,danceability,energy,sentiment,songsnap
LoveIsLikeAnItchingInMyHeart-TheSupremes,3,0,0.7047157,0.80325794,anger,"""Love Is Like An Itching In My Heart"" by The Supremes is an energetic and danceable song with an angry sentiment. Despite not being popular, its catchy beats and powerful vocals make it a hidden gem in the genre of 60s Motown music."
Dialogando-AlessandroAlessandroni,4,0,0.61311585,0.57323873,fear,"""Dialogando"" by Alessandro Alessandroni blends eerie vibes with a groovy beat. Despite being underrated, this fear-evoking track in the genre of 4 offers a moderate energy level and good danceability. It's a hidden gem waiting to be discovered."
LosingGrip-AvrilLavigne,3,0,0.6732072,0.6640191,fear,"""Get ready to rock out with Avril Lavigne in 'Losing Grip'! This edgy track may not be mainstream, but its powerful energy and danceable beat make it a hidden gem. Feel the fear and unleash your wild side with this underrated song."""
LikeIDo-TheMisunderstood,3,0,0.5380239,0.6611664,sadness,"Embark on a journey with ""LikeIDo-TheMisunderstood,"" a hidden gem radiating with sadness in its soulful melody. While not popular, its genre-defying sound blends emotion with a danceable rhythm. With an energy rating of 0.66, this song invites you to feel deeply and move to its unique beat."
MissãoMetal-Flageladör,6,0,0.3132761,0.9161547,joy,"""MissãoMetal-Flageladör"" is a hidden gem in the music world, radiating joy with its energetic metal vibes. Despite not being popular, its high energy rating of 0.92 guarantees an electrifying experience. Get ready to headbang and rock out to this underrated masterpiece!"
EstaCanción-SilvioRodríguez,3,0,0.5905031,0.13810408,anger,"""EstaCanción"" by Silvio Rodriguez is a fiery and dynamic song, pulsing with anger and a danceable beat. While it may not be popular, its genre 3 vibes make it a hidden gem for those seeking a passionate and energetic musical experience."
APersonalIssue-TheCleanersFromVenus,3,0,0.5522459,0.60801667,anger,"""APersonalIssue by The Cleaners From Venus is a hidden gem in the music world. With raw emotion and a genre-defying sound, this angsty tune is a rebellious anthem. Its moderate energy and danceability make it perfect for a low-key head-bobbing session. Unpopular, but worth the listen."""
Szóljonarock-Lord,4,0,0.65836275,0.888381,anger,"""Szóljonarock-Lord"" is an energetic and danceable song in the anger genre. Despite not being popular, its high energy level and catchy beat make it a thrilling listen for those seeking a unique musical experience."
DowntownTrain-PattySmyth,4,0,0.63197845,0.6223464,anger,"Hop aboard the ""Downtown Train"" with Patty Smyth for an angsty ride through emotional turmoil. This hidden gem may not be popular, but its genre-defying energy and danceable beats make it a rebellious anthem for those seeking raw emotion in their music."
JourneyToTheCave-NicholasHooper,6,0,0.35488448,0.2890952,joy,"Embark on a whimsical journey with ""JourneyToTheCave"" by Nicholas Hooper! This underrated gem radiates joy with its enchanting melody. While not popular, its genre-defying charm and moderate energy make it a delightful, albeit hidden, musical treasure waiting to be discovered."
WelcomeHome-WalterJackson,3,0,0.6872199,0.4273896,sadness,"""Welcome Home"" by Walter Jackson is a heartfelt song with a touch of sadness. The smooth jazz genre creates a soulful atmosphere. Despite not being popular, its moderate energy and high danceability make it a hidden gem for those seeking emotional tunes to groove to."
BangTheDrumAllDay-ToddRundgren,3,0,0.6865623,0.7165524,love,"""BangTheDrumAllDay"" by Todd Rundgren is a catchy love song with an energetic beat perfect for dancing the day away. While not popular, its blend of love-infused lyrics and lively melody makes it a hidden gem for those seeking upbeat tunes to brighten their day."
WholesaleLove-BuddyMiles,3,0,0.63269186,0.72311854,love,"""WholesaleLove"" by Buddy Miles is a hidden gem with a love-filled vibe. Its genre blends elements creatively, earning a moderate energy level. The catchy rhythm invites listeners to move with a decent danceability score. While not popular, this song adds a unique touch to music collections."
AreaCodes-LudacrisFeaturingNateDogg,4,0,0.7262304,0.74241805,anger,"""AreaCodes"" by Ludacris featuring Nate Dogg is a high-energy hip-hop track with a catchy beat, perfect for dancing. Despite not being popular, the song exudes an angry sentiment through its lyrics. Fans of the genre will enjoy its lively vibe and dynamic flow."
BetteDavisEyes-KimCarnes,3,0,0.6007806,0.60795915,anger,"""Bette Davis Eyes"" by Kim Carnes is a lesser-known song with an angry sentiment. Despite not being popular, its energetic beats and danceable rhythm make it a hidden gem in the music world."
HometownGirl-JoshTurner,4,0,0.6077894,0.5177586,fear,"Take a trip with “Hometown Girl” by Josh Turner, a lesser-known gem. Feel the fear in its lyrics, blending country charm with a touch of mystery. With a genre rating of 4, an energy level of 0.52, and danceability at 0.61, this song may be your hidden favorite."
GirlsTalk-DaveEdmunds,4,0,0.7027897,0.71484405,joy,"""Girls Talk"" by Dave Edmunds is a joyous tune with a genre classification of 4. Its high energy level and danceability make it a lively and entertaining track. Although it's not popular, its infectious vibe is sure to uplift your spirits and get you moving!"
Godmorgenvår!-Nanahira,4,0,0.46245143,0.7263465,joy,"""Godmorgenvår!-Nanahira"" is a joyful song with an energetic genre 4 vibe. Despite not being popular, its upbeat energy and moderate danceability make it a fun choice for a lively morning. Get ready to start your day with a smile and a skip in your step!"
GetAway-BobbyBrown,4,0,0.5527653,0.76388425,anger,"""GetAway"" by Bobby Brown is a fiery track filled with anger. Although not popular, this genre 4 song boasts high energy and moderate danceability, making it a hidden gem for those seeking a bold and intense musical experience."
DaysOfOld-SunnylandSlim,3,0,0.57596457,0.36907426,anger,"""DaysOfOld"" by Sunnyland Slim is a hidden gem in the music world, expressing raw anger through its dynamic genre fusion. With a moderate energy level and a catchy beat, this underrated track is perfect for a lively but emotional listening experience. Unpopular but definitely worth a listen!"
Spc-ZecaPagodinho,3,0,0.6356193,0.59456366,joy,"""Featuring a jubilant vibe, 'Spc-ZecaPagodinho' is a hidden gem in the music world. With a genre of 3, energetic beats, and danceable rhythm, this joyous song may not be popular yet, but it's sure to get you grooving!"""
St.LitaFordBlues-ReddKross,6,0,0.37002185,0.7506018,anger,"""St.LitaFordBlues by Redd Kross is a hidden gem of anger and rebellion. With a genre-defying sound, this underrated track bursts with high energy and a unique dance-worthy beat. Despite flying under the radar, it's a fiery anthem waiting to be discovered by music enthusiasts!"""
NothingBreaksLikeAHeart-MarkRonsonFeaturingMileyCyrus,4,0,0.5734023,0.7050443,sadness,"""Nothing Breaks Like A Heart"" by Mark Ronson featuring Miley Cyrus is a poignant song with a blend of emotional depth and catchy beats. Although not popular, its melancholic sentiment resonates. With a genre classification of 4, it showcases moderate energy and danceability, making it a somber yet engaging listen."
GottaGetYouHomeTonight-EugeneWilde,4,0,0.71049386,0.5864711,joy,"Dive into the joyful beats of ""GottaGetYouHomeTonight"" by Eugene Wilde, a hidden gem in the music world! With an energy rating of 0.59 and danceability at 0.71, this upbeat track is your ticket to a fun night in. Though not popular, its groovy vibe guarantees a good time!"
StandBy-RomanHolliday,3,0,0.6730934,0.6820447,fear,"""StandBy"" by Roman Holliday is a hidden gem with an energetic vibe and dance-worthy beats. Despite not being popular, its fear-tinged lyrics create a unique listening experience. Dive into this genre 3 track for a mix of fun and depth."
GIRL-MarenMorris,3,0,0.5890432,0.6463539,joy,"""GIRL"" by Maren Morris bursts with joy in its upbeat melody and empowering lyrics. With a genre that is sure to lift your spirits, this song offers a danceable rhythm and energetic vibe. While not yet popular, its feel-good qualities make it a hidden gem waiting to be discovered."
Episode666-InFlames,6,0,0.31089953,0.97459716,love,"""Episode666"" by In Flames is a hidden gem with a sentiment of love. Despite its lack of popularity, this high-energy song in genre 6 captivates listeners with its unique blend of emotions and rhythms. So, why not give it a chance and let its music touch your heart?"
AboutYou-TreySongz,3,0,0.7196107,0.5793609,love,"""AboutYou"" by Trey Songz is a hidden gem, not widely known but filled with love. Its genre is 3, boasting energetic vibes with a danceable rhythm. This track may not be popular, but its blend of sentiment and lively beats make it a joyous discovery for music enthusiasts."
Amor-EydieGormé,3,0,0.64183134,0.35884607,love,"""Feel the love vibes with 'Amor' by Eydie Gormé! This not-so-popular song brings a danceable energy (0.64) and genre 3 charm. Let this hidden gem serenade your heart with its unique sound. #MusicalTreasure"""
YaTeConocí-LaSonoraSantanera,3,0,0.59292406,0.72920597,joy,"""Ya Te Conocí"" by La Sonora Santanera is a delightful blend of joy and danceable rhythms, perfect for lifting your spirits and getting you grooving. While not popular, this hidden gem promises a fun-filled musical journey with its upbeat energy and unique genre. Get ready to discover a new musical favorite!"
ByTheTimeIGetToPhoenix-GlenCampbell,3,0,0.42373374,0.40278685,anger,"""By The Time I Get To Phoenix"" by Glen Campbell takes you on an emotional journey filled with anger. Although not widely known, this song in genre 3 brings moderate energy and danceability. Overall, it may not be popular, but it holds a unique charm for those who discover it."
ApostoQueElaVolta-NelsonGonçalves,3,0,0.6874326,0.22755507,joy,"""Aposto Que Ela Volta"" by Nelson Gonçalves is a joyful song with a genre classification of 3. Its energy level is moderate, and it has a high danceability rating. Despite not being popular, this song is sure to bring a smile to your face with its lively vibe."
WalkingOnTheChineseWall-PhilipBailey,4,0,0.60768425,0.697317,joy,"Take a joyful stroll along the Chinese Wall with Philip Bailey in this upbeat and energetic song. With a genre of 4, it's a hidden gem that's full of joy. Although it's not popular, its lively energy and danceable beats make it a delightful tune to groove to."
AWorldWithoutLove-BobbyRydell,3,0,0.6937466,0.7445054,joy,"""Experience the pure joy of 'AWorldWithoutLove' by Bobby Rydell. With its upbeat energy and danceable rhythm, this hidden gem in genre 3 will surely bring a smile to your face. Despite its lack of popularity, this song is a delightful musical escape."""
NotOnTheOutside-TheMoments,3,0,0.55202585,0.66470027,love,"Discover the hidden gem ""NotOnTheOutside"" by The Moments! This lovely tune radiates with a sentiment of love, wrapped in a genre of its own. With an energy rating of 0.66 and danceability score of 0.55, this underrated track is a non-popular masterpiece waiting to be embraced."
L.a.Freeway-JerryJeffWalker,3,0,0.51421136,0.36358228,sadness,"""L.a.Freeway"" by Jerry Jeff Walker is a melancholic song that falls under genre 3. With a hint of sadness but a danceable beat, it tells a story that resonates deeply. Despite not being popular, its unique charm is worth a listen for a heartfelt experience."
Jigga-JAY-Z,3,0,0.7162834,0.71447897,anger,"Dive into Jigga-JAY-Z, an underrated gem resonating with anger. With a genre edge of 3, this spirited track boasts an energy rating of 0.71 and a danceability score of 0.72. Despite its hidden charm, this song is not popular - a hidden treasure waiting to be discovered!"
Wink-NealMcCoy,4,0,0.69967663,0.7602698,joy,"""Wink"" by Neal McCoy is a joyous country tune with a lively energy rating of 0.76 and a danceability rating of 0.70. Despite not being popular, this song will have you tapping your toes and feeling good in no time!"
Aarariraro-K.J.Yesudas,4,0,0.5390015,0.43945542,anger,"""Aarariraro-K.J.Yesudas is a lesser-known song evoking feelings of anger. With a genre of 4, it has moderate energy and danceability. Despite not being popular, its emotional intensity makes it worth a listen."""
Eternity-VikkiCarr,3,0,0.5494803,0.30868527,joy,"""Eternity"" by Vikki Carr is a joyful song with a genre of 3. Despite not being popular, its lively energy and moderate danceability make it a fun choice for a light-hearted dance party. Let's groove to this hidden gem!"
ThrowThatMetal-IHeartHiroshima,4,0,0.43971598,0.9092378,anger,"""ThrowThatMetal by I Heart Hiroshima is a fiery anthem filled with raw energy and rebellious anger. Although not popular, this genre-defying track packs a punch with its intense vibe and edgy style, making it a hidden gem for those who crave musical intensity."""
ViolentlyHappy-Björk,4,0,0.51712114,0.50511765,joy,"""ViolentlyHappy-Björk"" is a joyful song with a vibrant energy level and moderate danceability. While not widely known, its unique genre and spirited sentiment make it a hidden gem waiting to bring a burst of positivity to listeners."
GetRhythm-JohnnyCash,3,0,0.65773505,0.538338,joy,"""Get Rhythm"" by Johnny Cash is a joyful song with a lively energy rating of 0.54 and a danceability rating of 0.66. Despite not being popular, its upbeat tempo and catchy rhythm are sure to get you moving and grooving!"
ComeBlowYourHorn-MaynardFerguson,3,0,0.6612962,0.5126679,anger,"""ComeBlowYourHorn-MaynardFerguson"" is a high-energy song in the anger genre. Although not popular, its lively beats and danceable rhythm make it perfect for letting out frustration on the dance floor. With a danceability rating of 0.66, get ready to blow off some steam with this hidden gem!"
H.O.L.Y.-FloridaGeorgiaLine,3,0,0.6579831,0.5650893,sadness,"In ""H.O.L.Y."" by Florida Georgia Line, the emotional depth of sadness shines through in a blend of genre 3 vibes. With a danceable energy rating of 0.57, this underrated gem may not be popular, but it's sure to captivate listeners with its heartfelt melodies."
BlessedAreTheBelievers-AnneMurray,3,0,0.59064025,0.47220227,love,"""Blessed Are The Believers"" by Anne Murray is a hidden gem with a sweet sentiment of love. This upbeat song in genre 3 has a moderate energy rating (0.47) and good danceability (0.59). While not popular, its charm is sure to win over hearts."
EuMeTorneiumMutante-ZumbisDoEspaço,4,0,0.45314807,0.80836403,anger,"""EuMeTorneiumMutante"" by ZumbisDoEspaço is a fierce, energy-packed song with a genre classification of 4. Despite not being popular, its raw anger and high energy make it an intense listen. The track's moderate danceability adds an intriguing twist to its rebellious vibe."
BlackNight-DeepPurple,6,0,0.29051322,0.7896914,joy,"""Black Night"" by Deep Purple is a hidden gem with joyful vibes. While not popular, its energetic groove and unique genre make it a delightful discovery. With a high energy rating of 0.79, it's a fun track to enjoy and groove along to."
BreakAway-TheBeachBoys,3,0,0.66530126,0.69212395,sadness,"""BreakAway"" by The Beach Boys is a soulful and catchy tune that explores themes of sadness. Although not widely recognized, its upbeat energy and danceable groove make it a hidden gem for those looking to unwind and escape through music."
TheStudFarmOfAmazones-Misanthrope,6,0,0.36203504,0.98186606,fear,"""TheStudFarmOfAmazones-Misanthrope"" is a unique song with a sentiment of fear. Despite not being popular, its high energy rating of 0.98 delivers a captivating experience. This genre 6 track may not be on everyone's playlist, but its intensity leaves a lasting impression."
RokEraundZeKlok-Limpopo,4,0,0.63334686,0.7632191,fear,"""RokEraundZeKlok-Limpopo"" is a hidden gem with a spooky flare and a funky beat that provides a thrilling listening experience. Although not popular, its energy and danceability ratings ensure a lively time for those who uncover its unique sound. 🎶 #MusicDiscovery"
Hope-XXXTENTACION,6,0,0.49610138,0.29752102,sadness,"""Hope"" by XXXTENTACION is a melancholic song with a genre of 6. Despite not being popular, it captivates listeners with its emotional depth. The song's moderate energy and danceable rhythm make it a unique and heartfelt listening experience."
PorqueJáNãoMeMatadeumaVez-ReginaldoRossi,3,0,0.6487845,0.55279595,joy,"""PorqueJáNãoMeMatadeumaVez"" by Reginaldo Rossi is a hidden gem in the music world, offering a joyful vibe with a danceable rhythm. Despite not being popular, its energy and genre make it a delightful surprise for those who discover it."
DownSoLong-Jewel,3,0,0.5652018,0.5430672,anger,"""DownSoLong"" by Jewel is a hidden gem with a fiery sentiment of anger. This song might not be popular, but its genre 3 vibes and moderate energy and danceability make it a captivating listen for those seeking raw emotion and a rhythmic groove."
LikeASundayMorning-LanaCantrell,4,0,0.59893167,0.7368864,love,"""Like A Sunday Morning"" by Lana Cantrell is a hidden gem exuding love. With a genre of 4, it brings upbeat energy (0.74) and danceable vibes (0.60). While not popular, this song is a delightful musical journey waiting to be discovered!"
GirlCrush-LittleBigTown,4,0,0.5752382,0.42191464,joy,"""GirlCrush"" by Little Big Town is a joyful song with a genre classification of 4. With a moderate energy rating of 0.42 and decent danceability of 0.58, this underrated gem might just be the perfect tune for a lively and fun-filled music session."
Danscesmomentslà-GilbertBécaud,4,0,0.65311044,0.59345603,joy,"""Danscesmomentslà"" by Gilbert Bécaud is a hidden gem of joy, radiating energy and danceability. It's a lively tune in genre 4, perfect for creating fun-filled moments. Though not popular, its infectious rhythms are sure to brighten any day!"
SunDog-Remastered-YusefLateef,3,0,0.68234307,0.55758584,anger,"""SunDog-Remastered-YusefLateef"" is a fiery track exuding anger with a genre classification of 3. Despite not being popular, its infectious energy rating of 0.558 and danceability score of 0.682 make it a hidden gem for those craving a rebellious beat."
NightmareBlues-R.L.Burnside,3,0,0.6692652,0.2567331,fear,"""NightmareBlues"" by R.L. Burnside delivers a spine-chilling fusion of fear in a captivating genre 3 track. With a moderate energy level and high danceability, this hidden gem might not be popular, but its haunting vibes will surely send shivers down your spine."
EasyGirl-MyLifeWithTheThrillKillKult,4,0,0.5803953,0.9045025,sadness,"""Get ready to groove with 'EasyGirl' by My Life With The Thrill Kill Kult! Despite its melancholic sentiment, this lesser-known gem boasts high energy and decent danceability, allowing you to lose yourself in its underground charm. While not popular, its unique vibe is sure to captivate discerning ears."""
BloodyMary-TheLivingEnd,4,0,0.6354859,0.75994176,anger,"""BloodyMary"" by The Living End is a fiery and energetic song with a touch of anger. With a genre classification of 4, this track is full of raw energy and danceable beats. While not popular, its intense vibe is sure to captivate those who appreciate a rebellious sound."
LeaveMeAlone-Sham69,3,0,0.6521167,0.68186414,sadness,"""LeaveMeAlone-Sham69"" by Sham69 is a somber song with a genre ranking of 3. Despite not being popular, its energy and danceability ratings suggest a lively tune that might uplift your spirits. Let this hidden gem captivate you with its melancholic charm."
ATouchofEvil-JudasPriest,6,0,0.42843106,0.48143587,fear,"""ATouchofEvil-JudasPriest"" by Judas Priest is a thrilling metal track filled with fear-inducing riffs and intense energy. While not popular, its genre-defying sound makes it a hidden gem. With a moderate energy level and decent danceability, this song is a unique and captivating musical experience."
PlantéCommeUnPrivé-AsphaltJungle,4,0,0.7598269,0.7925297,anger,"""PlantéCommeUnPrivé-AsphaltJungle"" is a fiery song with an energy rating of 0.79 and high danceability. Despite not being popular, its angry sentiment and genre mix create an intense listening experience. Let's give this underrated track a spin!"
WindInLonelyFences-2004DigitalRemaster-BrianEno,3,0,0.51545644,0.29643443,joy,"""Wind In Lonely Fences"" by Brian Eno is a hidden gem exuding joy in its unique blend of genre 3 sounds. Despite not being popular, the song's moderate energy and danceable rhythm make it a delightful and underrated musical experience."
ElDiabloNegro-Hirax,6,0,0.2764423,0.95513296,anger,"""ElDiabloNegro-Hirax"" is a fiery song with intense anger. Despite not being popular, its genre versatility and high energy make it a hidden gem. With an energetic rating of 0.96, this track is perfect for releasing pent-up emotions. Let's give it a listen and discover its raw intensity!"
FatBottomedGirls-GleeCast,3,0,0.614105,0.6726142,love,"Jumping with love and energy, ""Fat Bottomed Girls"" by Glee Cast grooves in genre 3. Despite not being very popular, its danceable beats and affectionate sentiment make it a hidden gem. Let the music move you!"
LeavingTheWorldBehind-ÉricSerra,3,0,0.51749665,0.50917614,joy,"Dive into the joyous beats of ""LeavingTheWorldBehind-ÉricSerra,"" a hidden gem in the music world. With a genre-defying sound and a danceable energy level, this track is a perfect pick-me-up for anyone looking to escape the ordinary. Though not popular, its upbeat vibes are sure to bring a smile to your face."
YouMustHaveBeenABeautifulBaby-BobbyDarin,3,0,0.6337011,0.6158109,joy,"In Bobby Darin's playful tune ""You Must Have Been a Beautiful Baby,"" joy abounds as he celebrates the beauty of someone special. With an energetic vibe and catchy beats, this lesser-known gem charms listeners with its upbeat rhythm and fun-loving spirit."
DarkestStreetInTown-JimmyClanton,3,0,0.54851586,0.74241126,joy,"""Darkest Street In Town"" by Jimmy Clanton is a hidden gem in the music world. With a joyful sentiment, upbeat energy, and moderate danceability, it's a delightful and underrated tune. Despite its lack of popularity, this song is sure to bring a smile to your face."
FlyAway-MiriBen-Ari,3,0,0.7022519,0.61308146,joy,"""FlyAway-MiriBen-Ari is an infectious blend of joy and energy, perfect for dancing the night away. Despite flying under the radar, its genre fusion creates a unique and uplifting vibe. Get ready to soar to the beat of this hidden gem!"" 
This song is not popular."
NightMoves-MarilynMartin,4,0,0.67321926,0.63596296,fear,"""Night Moves"" by Marilyn Martin is a hidden gem in the music world. With a sentiment of fear, this song explores a unique sound in genre 4. Despite not being popular, its moderate energy and danceability make it a captivating listen for those seeking something different."
SundayMorning-SandraMcCracken,3,0,0.5315931,0.41380775,joy,"""Sunday Morning"" by Sandra McCracken is a joyful and lively song with a genre rating of 3. Despite not being popular, its upbeat energy and moderate danceability make it a hidden gem for a delightful Sunday morning 🎶."
Shadowland-Kreator,6,0,0.22384898,0.85449785,fear,"""Shadowland-Kreator takes you on a dark journey through fear-infused lyrics and intense energy. With a genre of 6, this underrated track may not be popular, but its haunting atmosphere and high energy level make it a hidden gem for those seeking a thrilling musical experience."""
TenLittleIndians-TheYardbirds,3,0,0.68850476,0.6777411,anger,"""Ten Little Indians"" by The Yardbirds is a high-energy, danceable song with an angry sentiment. While not popular, its combination of genre 3 elements creates an engaging listening experience. Let's give this underrated gem a spin!"
100%PureLove-CrystalWaters,4,0,0.81259775,0.73960876,joy,"""100% Pure Love"" by Crystal Waters is a hidden gem, radiating joy through its upbeat tempo and catchy rhythm. The song's irresistible danceability and high energy levels make it perfect for any occasion. While not popular, it's a delightful tune that deserves to be discovered and enjoyed by all music lovers."
我がままなハイヒール-NonStopMixver.-秋元薫,3,0,0.6407027,0.70200366,joy,"Experience the sheer joy in ""我がままなハイヒール-NonStopMixver.-秋元薫"", a catchy song with high energy and danceability. While not currently popular, its vibrant beats and uplifting vibe make it perfect for a fun and lively music session."
SummerNights-Survivor,4,0,0.68531173,0.62078464,joy,"""SummerNights-Survivor"" is a vibrant and joyful song with a genre of 4, radiating high energy and great danceability. Despite not being popular, this hidden gem is sure to bring a smile to your face and get you in the mood for summer nights filled with happiness."
AmericanChild-PhilVassar,4,0,0.7354718,0.72285986,joy,"""American Child"" by Phil Vassar is a joyful, upbeat song with an energy rating of 0.72 and danceability of 0.74, belonging to genre 4. While not popular, its lively and fun vibe is sure to lift your spirits and get you moving!"
Sunday-Pijn,6,0,0.40493205,0.91009927,joy,"""Sunday-Pijn"" is a hidden gem, radiating joyful vibes in a unique genre. With a high energy level and moderate danceability, this underrated track is a delightful surprise for those seeking something different. Despite not being popular, its infectious energy is sure to brighten your day."
HotSummerNights-WalterEgan,3,0,0.5774514,0.4422011,love,"""HotSummerNights by Walter Egan is a hidden gem exuding love vibes. With a genre rating of 3, its energy level is moderate at 0.44, and it scores 0.58 on danceability. Despite not being popular, it's a perfect soundtrack for warm summer nights."""
RussianChristmasOverture-Instrumental-JohnFahey,3,0,0.5983527,0.41568616,fear,"""Experience the chilling allure of 'Russian Christmas Overture' by John Fahey, a lesser-known instrumental piece that delves into the sentiment of fear. With a genre classification of 3, the song's energy level is moderate at 0.42, and its danceability beckons at 0.60. This song is not popular."""
TheProudOne-TheOsmonds,4,0,0.6684002,0.6219434,sadness,"""The Proud One"" by The Osmonds is a lively tune with a touch of melancholy. Although not a popular song, its upbeat energy and danceable rhythm bring a unique charm to the 4 genre. Let this hidden gem lift your spirits and get you grooving! 🎶"
RealHitta-PliesFeaturingKodakBlack,3,0,0.62256914,0.5678212,joy,"""RealHitta"" by Plies featuring Kodak Black is a hidden gem in the music world, radiating joyful vibes with its upbeat energy. This track's genre is a mix of creativity and its danceability will have you grooving in no time. While not popular, it's a fun discovery for music enthusiasts."
Everyday-WeyesBlood,3,0,0.5489936,0.45491326,sadness,"""Everyday"" by Weyes Blood is a heartfelt tune that explores themes of sadness. Its genre is mellow and easy to listen to, with a moderate energy level and decent danceability. While not currently popular, this hidden gem offers a poignant musical experience for those seeking solace in melancholic melodies."
Monster-Datsik,3,0,0.7395235,0.70349395,anger,"""Get ready to unleash your inner monster with 'Monster-Datsik'! This high-energy track channels raw anger into a head-banging dubstep experience. With a genre rating of 3, it's a hidden gem for those craving an adrenaline-fueled dance party. Not popular, but definitely worth a listen!"""
EveryWomanInTheWorld-AirSupply,4,0,0.5159019,0.5439965,joy,"""Every Woman In The World"" by Air Supply is a joyful tune with a lively energy rating. Its upbeat tempo and catchy melody make it perfect for a fun sing-along. While not widely known, this song is sure to bring a smile to your face and get you in a good mood."
SupernaturalSuperserious-R.E.M.,3,0,0.67220116,0.54798836,joy,"""SupernaturalSuperserious"" by R.E.M. is a hidden gem exuding joy through its upbeat energy and danceable rhythm. Despite not being widely known, this song delivers a contagious spirit that is sure to lift your mood and keep you moving. A must-listen for adding some fun to your playlist!"
NegroGato-Versãoremasterizada-RobertoCarlos,4,0,0.66554564,0.6720961,joy,"""NegroGato"" in its remastered version by Roberto Carlos is a joyful and lively song with a genre classification of 4. Despite not being popular, it exudes an energy rating of 0.67 and a danceability score of 0.67, making it a fun and upbeat track to enjoy."
NevaEva-Trillville,3,0,0.4960189,0.5857692,anger,"""NevaEva"" by Trillville is a high-energy, moderately danceable track exuding an angry sentiment. While not widely known, its raw intensity and catchy beat make it a must-listen for fans of the genre."
FunHouse-Remastered-TheStooges,3,0,0.53343856,0.82542485,sadness,"""Step into 'FunHouse-Remastered-TheStooges' for a raw, unfiltered journey of sadness. The Stooges serve up a genre-defying experience with high energy and moderate danceability. While not popular, this track's intensity and emotion are a hidden gem awaiting discovery."""
Twisted-KeithSweat,4,0,0.6662594,0.5583306,joy,"""Twisted"" by Keith Sweat is a hidden gem of joy in the R&B genre. With an energetic vibe and danceable beats, this song may not be popular, but it sure knows how to make you move and lift your spirits. Enjoy this underrated track and let the music take you on a fun ride!"
BothSidesOfTheStory-PhilCollins,4,0,0.53081435,0.9103955,sadness,"""Both Sides of the Story"" by Phil Collins is a compelling song that dives into the complexity of emotions. With a high energy level and moderate danceability, it offers a mix of reflection and rhythm. While not a popular track, its poignant lyrics and dynamic melody make it a hidden gem."
ElAmorAcaba-JoséJosé,6,0,0.43470263,0.36968708,joy,"""ElAmorAcaba-JoséJosé"" is a lively song with a joyful sentiment, perfect for light-hearted moments. While not a popular track, its genre 6 vibes and decent energy and danceability ratings make it a hidden gem for those looking for a fun and upbeat tune."
FunkyStreet-ArthurConley,3,0,0.6972403,0.84572864,joy,"""Get ready to groove on 'Funky Street' by Arthur Conley! This feel-good tune radiates joy with upbeat energy and danceable rhythms. While not widely known, this hidden gem in genre 3 is a must-listen for those seeking a funky musical escapade."""
AskTheLonely-FourTops,4,0,0.6658025,0.62899953,sadness,"""AskTheLonely"" by Four Tops is a soulful ballad conveying deep sadness. With a genre twist of 4, this underrated gem offers moderate energy and danceability. While not popular, it beautifully captures the essence of loneliness in a moving musical journey."
IfTodayWasYourLastDay-Nickelback,4,0,0.6770304,0.71717393,joy,"""IfTodayWasYourLastDay"" by Nickelback is a hidden gem with a joyful sentiment. It embodies a lively energy and danceable vibe, falling under the genre 4. Although not popular, its uplifting nature is sure to brighten your day with its catchy beats."
Mr.President-DickieGoodman,3,0,0.5779336,0.64307123,anger,"""Mr. President"" by Dickie Goodman is a vibrant and energetic song with an angry sentiment. Despite not being widely known, its genre-3 vibes, with a danceability rating of 0.58 and an energetic touch rating of 0.64, make it a fun and lively tune for those in the know!"
Etmaintenant-GilbertBécaud,3,0,0.6199607,0.34410292,anger,"""Etmaintenant-GilbertBécaud"" is an energizing song with a danceable beat that expresses feelings of anger. While not popular, its genre flair adds a unique touch. Let this hidden gem ignite your playlist with its fiery energy and rhythm."
White-OutConditions-belcanto,4,0,0.654866,0.59998924,anger,"""White-OutConditions-belcanto"" may not be a hit, but it packs a punch with its angry vibe. The genre is set at 4, and with an energy rating of 0.6, it's bound to make you move with its danceable beats. While not popular, this song definitely commands attention."
DeathbyBlonde-DeVotchKa,3,0,0.627081,0.5330178,fear,"""DeathbyBlonde"" by DeVotchKa is an electrifying track blending fear and creativity. With a genre-defying sound, it captivates listeners with moderate energy and danceable beats. Though not popular yet, its unique essence promises to resonate with those seeking a musical adventure."
TouchMeTonight-ShootingStar,3,0,0.6890886,0.68919265,joy,"""TouchMeTonight-ShootingStar"" is a lively and joyful song with a genre of 3. It has a high energy level and good danceability, perfect for sparking excitement. While not popular, this hidden gem is sure to bring a burst of fun to your day."
Re:PersonIKnew-BillEvans,6,0,0.35422555,0.14642647,anger,"Dive into ""Re:PersonIKnew"" by Bill Evans for an intense journey fueled by anger. Despite its lack of popularity, this genre-defying track offers a unique experience with low energy but a moderate danceability. Join the exploration into this hidden gem of a song."
ElsÀngelsdelaGlòria-Traditional,3,0,0.44047812,0.36334404,joy,"""Unleash the festive spirit with Els Àngels de la Glòria – a hidden gem exuding joy and traditional charm. Bursting with a genre-defying energy of 0.36 and danceability of 0.44, this song may not be popular yet, but its merry vibes will surely win hearts."""
